Order ID,Customer ID,Product ID,Date,Original Price,Discount%,Customer Age,City,State,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings,Discounted Price
GWU3BHHDLN,41833,VVR3J3FA,2024-08-23,3759,40,34,Mangalore,Karnataka,Women,Top,Levis Top,Levis,S,White,1.8,2255.4
CKVYFXDHTX,97516,VZ8J9QNJ,2024-12-09,2810,41,27,Nashik,Maharashtra,Kids,Kids Shoes,WROGN Kids Shoes,WROGN,S,Yellow,1.9,1657.9000000000003
2F1WIFXYW9,40054,4Y5DVL5B,2022-08-03,3207,58,56,Madurai,Tamil Nadu,Footwear,Casual Shoes,Puma Casual Shoes,Puma,XS,Blue,4.1,1346.94
1ECOADQ41L,81942,30TXS4HW,2023-04-26,4042,47,30,Ahmedabad,Gujarat,Kids,Kids Shoes,USPolo Kids Shoes,USPolo,L,Red,1.7,2142.26
6WE9AVM9I9,12541,X7IEDWT3,2024-09-13,756,21,59,Mangalore,Karnataka,Footwear,Casual Shoes,Flying Machine Casual Shoes,Flying Machine,S,Blue,4.1,597.24
J9P0RF5PMT,65529,KN4GD3SA,2024-06-27,4952,41,22,Surat,Gujarat,Men,Shirts,USPolo Shirts,USPolo,M,Black,1.8,2921.6800000000003
MIUZ8DJA4K,52555,8CMA0KOE,2024-12-01,368,44,45,Mangalore,Karnataka,Accessories,Bag,Flying Machine Bag,Flying Machine,XXL,Red,1.9,206.08
VFWDAZ1KT6,50569,646HKQXM,2023-02-20,3048,24,52,Madurai,Tamil Nadu,Footwear,Casual Shoes,Roadster Casual Shoes,Roadster,XL,Yellow,2.2,2316.48
7CO2REZ8MM,64457,YH2YMH1A,2024-08-15,305,62,47,Patna,Bihar,Men,Jeans,Nike Jeans,Nike,XL,Black,3.6,115.9
STPC3JWKN1,37956,6ZM02LS3,2023-02-10,1840,56,24,Bengaluru,Karnataka,Accessories,Sunglasses,Levis Sunglasses,Levis,M,Black,3.1,809.5999999999999
YHM1WU6FOU,98401,SS6T85IG,2023-11-03,4794,67,15,Varanasi,Uttar Pradesh,Footwear,Sports Shoes,WROGN Sports Shoes,WROGN,XXL,Brown,4.3,1582.0199999999998
VNTMJMOTXI,31919,YDH5JM1E,2022-09-18,1826,60,40,Surat,Gujarat,Kids,Kids T-Shirt,RedTape Kids T-Shirt,RedTape,S,Red,4.7,730.4000000000001
Q42YV12RNO,48755,1XOUNFMN,2023-08-27,4536,60,59,Varanasi,Uttar Pradesh,Women,Top,Adidas Top,Adidas,XXL,Blue,1.1,1814.4
HDR916QOKR,89445,67TE45ML,2023-06-17,447,21,25,Kolkata,West Bengal,Footwear,Sports Shoes,H&M Sports Shoes,H&M,XL,Yellow,2.2,353.13
NO07TO1IGS,61691,XT1KOMXK,2022-04-25,2473,17,43,Mangalore,Karnataka,Kids,Kids T-Shirt,Campus Kids T-Shirt,Campus,L,Green,2.1,2052.5899999999997
VM1BBZTFNC,23601,CFSFU0TN,2022-09-30,708,67,36,Surat,Gujarat,Women,Top,Adidas Top,Adidas,XS,Yellow,1.3,233.63999999999996
5AUA2AJJCK,90818,ABOD7Q7O,2023-03-26,2365,30,27,Ahmedabad,Gujarat,Footwear,Sandals,Adidas Sandals,Adidas,S,Grey,1.9,1655.5
KSZPRF8FWU,70069,GELQ6Q3V,2023-03-04,3897,46,33,Bhagalpur,Bihar,Footwear,Sandals,Roadster Sandals,Roadster,L,Brown,4.8,2104.38
Q51I5605RF,88207,SJ57KRXR,2024-09-28,2737,54,56,Mangalore,Karnataka,Accessories,Bag,Campus Bag,Campus,XXL,Yellow,3.7,1259.02
MLWPARAX9F,81293,RRH39XUX,2024-12-27,2783,12,38,New Delhi,Delhi,Women,Saree,Biba Saree,Biba,L,Grey,1.2,2449.04
WQA8BLB6BU,40487,7YLGDCGP,2022-05-04,1446,55,42,Mumbai,Maharashtra,Accessories,Bag,Denim Bag,Denim,XXL,Blue,2.8,650.6999999999999
ITYH1PY2U5,68093,J885LNUM,2023-09-25,1492,27,51,Chennai,Tamil Nadu,Men,Shirts,Zara Shirts,Zara,XS,Green,1.9,1089.16
ZGFYDRYBQ3,66859,VQA72HKY,2022-04-15,3793,50,59,Karol Bagh,Delhi,Footwear,Sports Shoes,WROGN Sports Shoes,WROGN,S,Pink,3.7,1896.5
762BFLVFXQ,90697,7VZC9LML,2023-01-23,2534,44,37,Noida,Uttar Pradesh,Kids,Kids Jeans,Flying Machine Kids Jeans,Flying Machine,L,White,5.0,1419.0400000000002
XASC2YQ7V8,60129,0D4766U2,2024-02-09,4829,58,48,Ahmedabad,Gujarat,Women,Saree,Puma Saree,Puma,XS,Grey,3.3,2028.1800000000003
2QC5320MP0,79265,050JZ07H,2022-03-19,871,63,22,Mumbai,Maharashtra,Women,Top,Denim Top,Denim,XL,White,3.3,322.27
TYZ30A9A07,31595,YFPCZE2Z,2024-09-05,2672,58,31,Karol Bagh,Delhi,Accessories,Belt,Biba Belt,Biba,S,Blue,4.7,1122.24
3641CXDE72,99626,0REKCNZA,2023-10-22,3046,39,40,Bhagalpur,Bihar,Men,Shirts,Biba Shirts,Biba,XL,Brown,1.5,1858.06
CURW8NCOVC,14328,1EG7GG8C,2022-05-26,1140,50,50,Surat,Gujarat,Women,Saree,WROGN Saree,WROGN,XS,Grey,3.7,570.0
ZF8G7FKFZR,61492,M8VJD53I,2024-03-22,3701,33,51,Gaya,Bihar,Kids,Kids Jeans,WROGN Kids Jeans,WROGN,S,Blue,3.3,2479.6699999999996
45VVKF3WVT,76706,3S6YL774,2022-01-27,4598,9,37,Varanasi,Uttar Pradesh,Accessories,Belt,Campus Belt,Campus,L,Brown,1.5,4184.18
BAJLB1EDJ9,48428,JVZIY8AN,2023-11-06,1842,55,23,Howrah,West Bengal,Women,Leggings,Zara Leggings,Zara,S,Red,2.3,828.8999999999999
J8LJKG896Q,91683,JX478IGE,2023-06-03,3275,61,17,Kolkata,West Bengal,Women,Top,Flying Machine Top,Flying Machine,M,Black,4.6,1277.25
7M8X27UHFG,60530,2BEN5HT5,2023-08-14,4043,52,49,Madurai,Tamil Nadu,Accessories,Bag,HRX Bag,HRX,XS,Black,1.7,1940.6399999999999
DQOKIEC0ED,48714,V803K8BP,2022-03-13,4615,26,24,Howrah,West Bengal,Footwear,Sports Shoes,Nike Sports Shoes,Nike,XL,White,1.0,3415.1
59HYLUILM5,17162,U1I324PW,2024-07-29,1443,50,33,New Delhi,Delhi,Women,Saree,Zara Saree,Zara,XXL,Green,2.2,721.5
Y52QJL66ZT,98896,VIKKZ4T0,2024-11-23,3869,49,16,Karol Bagh,Delhi,Footwear,Casual Shoes,Nike Casual Shoes,Nike,XXL,Red,2.5,1973.19
9374XAXJ3G,84034,Q0MZNOT4,2024-10-05,3693,51,37,Dwarka,Delhi,Kids,Kids Jeans,HRX Kids Jeans,HRX,XL,Brown,3.6,1809.57
M2C8CJW71Q,13665,HKBRQLFF,2022-08-13,1571,51,34,Pune,Maharashtra,Accessories,Belt,Puma Belt,Puma,XS,Yellow,4.3,769.79
6LL2EFR0EO,72902,MBATEAGN,2024-01-04,4925,33,55,Bengaluru,Karnataka,Men,Jeans,Biba Jeans,Biba,L,Grey,2.4,3299.7499999999995
R6ZMLDA4NB,85970,PU72RBXO,2023-08-25,2708,55,39,Nashik,Maharashtra,Women,Top,USPolo Top,USPolo,M,Green,4.1,1218.6
X5ZDQHX9DG,72835,S3YWT7WD,2022-04-23,3365,17,46,Bhagalpur,Bihar,Kids,Kids Jeans,USPolo Kids Jeans,USPolo,L,Red,2.4,2792.95
688KAV2LIJ,73024,M58GPBYC,2024-07-04,3652,69,33,Surat,Gujarat,Footwear,Sports Shoes,Zara Sports Shoes,Zara,S,Brown,3.7,1132.1200000000001
V8MTRXIRA1,38412,6BFWJ4MK,2024-08-30,4785,55,21,Nashik,Maharashtra,Accessories,Belt,Denim Belt,Denim,XL,White,3.8,2153.25
CBGUF0KPUR,40938,OW3BOR6H,2024-04-24,1341,65,57,Mumbai,Maharashtra,Men,Jeans,Zara Jeans,Zara,M,Yellow,3.1,469.34999999999997
GBB3QSQGQL,65241,30F2HPBX,2022-02-12,4581,41,17,Mangalore,Karnataka,Women,Top,RedTape Top,RedTape,XL,Yellow,3.0,2702.7900000000004
JLK4I4N3HP,10106,GLU4ZKRF,2022-04-29,807,24,52,Karol Bagh,Delhi,Footwear,Sports Shoes,Campus Sports Shoes,Campus,XS,Green,3.2,613.32
QH9LEO17FU,56756,529GGLC9,2023-11-06,1225,69,27,Coimbatore,Tamil Nadu,Women,Leggings,HRX Leggings,HRX,M,Red,4.5,379.75000000000006
TWW7XMYPR4,59885,SR7SPV64,2024-04-19,4675,43,45,Howrah,West Bengal,Footwear,Sandals,WROGN Sandals,WROGN,XS,Blue,1.8,2664.7500000000005
SUTMFOWTRR,81224,X3C4Y9S3,2023-11-01,3259,60,54,Madurai,Tamil Nadu,Women,Saree,RedTape Saree,RedTape,XS,Black,1.7,1303.6000000000001
09G5GC9ROR,73767,6BEKPCIX,2024-08-02,1828,14,15,Coimbatore,Tamil Nadu,Kids,Kids Jeans,H&M Kids Jeans,H&M,S,Brown,3.6,1572.08
AYY14PMY92,31277,HO05K5GX,2023-01-06,2026,21,47,Mysuru,Karnataka,Kids,Kids T-Shirt,Denim Kids T-Shirt,Denim,XS,Pink,3.7,1600.54
G6IN4GXWC7,98016,G25KKW7Y,2023-07-11,2821,57,45,New Delhi,Delhi,Accessories,Belt,HRX Belt,HRX,M,Yellow,3.4,1213.0300000000002
ON6JN42PO2,44446,AHOCZN7D,2022-08-09,1966,53,40,Coimbatore,Tamil Nadu,Footwear,Casual Shoes,Roadster Casual Shoes,Roadster,M,Grey,1.6,924.02
SXFOVLR0OX,38340,542K7M6X,2024-05-28,2617,65,58,Chennai,Tamil Nadu,Kids,Kids Jeans,Biba Kids Jeans,Biba,S,Yellow,2.4,915.9499999999999
3FF54BY0QE,66822,7WMF23H7,2024-10-29,1158,35,41,Coimbatore,Tamil Nadu,Kids,Kids Jeans,Levis Kids Jeans,Levis,L,Blue,1.0,752.7
4M0TFFMQYX,79930,A8YMJ11V,2023-11-23,4869,49,53,Patna,Bihar,Kids,Kids Jeans,WROGN Kids Jeans,WROGN,XXL,Yellow,2.5,2483.19
T6RTT4QATY,74597,29CR2E7D,2023-05-25,1496,8,53,Mysuru,Karnataka,Men,Jeans,Adidas Jeans,Adidas,XS,Red,3.4,1376.3200000000002
T2OYAK5G3P,31186,XU7QJBZI,2022-09-03,1133,43,44,Vadodara,Gujarat,Accessories,Belt,Adidas Belt,Adidas,L,Grey,3.5,645.8100000000001
6M6D90A9KP,12735,RUZHBFXX,2024-03-19,1138,7,18,Mangalore,Karnataka,Kids,Kids Jeans,Adidas Kids Jeans,Adidas,L,Brown,1.7,1058.34
SFZ1MG1ZBG,35467,8Y13YGXI,2024-10-08,1430,57,27,Karol Bagh,Delhi,Footwear,Casual Shoes,RedTape Casual Shoes,RedTape,L,Blue,4.1,614.9000000000001
B0679FFWLX,62760,GNX2S303,2023-04-20,3026,17,57,Nashik,Maharashtra,Men,Jeans,Campus Jeans,Campus,XS,Red,2.4,2511.58
6EXWXAPDVU,34742,C2S118C3,2023-11-02,4731,42,24,Nagpur,Maharashtra,Kids,Kids Jeans,Puma Kids Jeans,Puma,XS,Grey,4.9,2743.9800000000005
5C69R5KG7U,24808,T6XOUC1O,2023-06-28,1539,56,26,Gaya,Bihar,Women,Saree,H&M Saree,H&M,S,Grey,3.7,677.16
WLJOAR11JU,14407,XH4SJV96,2022-11-29,3942,50,28,Patna,Bihar,Footwear,Sandals,HRX Sandals,HRX,S,Green,2.9,1971.0
PWAUPQRAKR,93683,LN88LGBG,2024-03-02,4490,64,25,Bhagalpur,Bihar,Footwear,Sandals,Zara Sandals,Zara,M,Blue,2.0,1616.3999999999999
WFQ4PQMBF0,60009,NPLEUHG7,2024-03-04,3377,32,52,Mysuru,Karnataka,Women,Kurti,Biba Kurti,Biba,M,Black,2.6,2296.3599999999997
8IWMFCV1U5,66307,AWXJ1RQM,2022-05-21,4947,12,31,Kolkata,West Bengal,Kids,Kids T-Shirt,Adidas Kids T-Shirt,Adidas,M,Black,4.0,4353.36
5ILAA3ODNB,22273,VPW1FPZL,2022-07-24,1806,68,52,Howrah,West Bengal,Kids,Kids Shoes,Puma Kids Shoes,Puma,XL,Grey,3.7,577.92
Z1O6GDTU2R,10534,D4NOSMV7,2022-02-02,3451,11,44,Durgapur,West Bengal,Women,Saree,HRX Saree,HRX,M,Grey,2.4,3071.39
KKNHFM7TJK,62829,XN6KTZES,2022-10-28,4886,7,23,Mysuru,Karnataka,Accessories,Watch,Nike Watch,Nike,XXL,Green,4.9,4543.98
IJECQDG20X,81285,VMN9Y65U,2023-07-01,2421,46,58,Coimbatore,Tamil Nadu,Footwear,Sports Shoes,WROGN Sports Shoes,WROGN,XS,Pink,4.6,1307.3400000000001
TWNHM17LO7,12389,DA4ETCXM,2022-04-10,4029,37,39,Vadodara,Gujarat,Men,Shirts,Biba Shirts,Biba,S,Grey,4.2,2538.27
MQONLVVY1N,90604,43SCA0O8,2022-08-07,3322,24,53,Mangalore,Karnataka,Men,T-Shirts,Denim T-Shirts,Denim,XL,White,2.0,2524.7200000000003
LP3EWSYSM1,80233,6QUB696U,2022-06-10,4849,61,41,Mysuru,Karnataka,Women,Leggings,Adidas Leggings,Adidas,L,White,2.6,1891.1100000000001
T3N32852M9,95487,FEP1JPM5,2024-12-17,4403,61,59,Chennai,Tamil Nadu,Women,Kurti,Levis Kurti,Levis,XL,Yellow,2.5,1717.17
H9XHNWR2BK,79481,K30S2FE0,2022-11-03,3692,59,37,Surat,Gujarat,Footwear,Sports Shoes,Roadster Sports Shoes,Roadster,XL,White,1.5,1513.72
MOULEWZ0MG,56158,UVHLIVZS,2023-09-23,4797,17,37,Lucknow,Uttar Pradesh,Accessories,Bag,USPolo Bag,USPolo,XS,Red,3.0,3981.5099999999998
0KUAXJON79,36291,X1T2MR18,2022-09-03,1384,67,54,Nashik,Maharashtra,Men,Shirts,Nike Shirts,Nike,L,Grey,1.8,456.71999999999997
08GK0NPI43,41027,D6Y4CTKD,2023-06-13,2504,55,38,Nagpur,Maharashtra,Footwear,Sandals,USPolo Sandals,USPolo,M,Red,2.4,1126.8
FB511VTOAO,66876,849KH6KQ,2022-07-13,1706,49,43,New Delhi,Delhi,Women,Kurti,Puma Kurti,Puma,XL,Pink,1.0,870.0600000000001
33OZ02F5WG,50084,87ICF4FZ,2023-12-26,2300,23,55,New Delhi,Delhi,Footwear,Sandals,WROGN Sandals,WROGN,XXL,Grey,1.8,1771.0
MPZYPT2C1Z,28550,WY1VSQGY,2023-04-30,1661,56,29,Ahmedabad,Gujarat,Accessories,Belt,Biba Belt,Biba,XS,Grey,2.9,730.8399999999999
YWQ59PBEJR,49009,DUARBYAQ,2024-03-02,394,7,57,Coimbatore,Tamil Nadu,Men,Shoes,H&M Shoes,H&M,XS,Grey,2.7,366.41999999999996
7UQCE4809U,79136,TRWNPGIP,2024-10-06,2419,69,17,Karol Bagh,Delhi,Women,Kurti,Campus Kurti,Campus,XS,White,3.0,749.8900000000001
OLGCWIASOH,44296,WZTW6OHV,2023-04-18,4082,57,30,Bengaluru,Karnataka,Accessories,Bag,Adidas Bag,Adidas,XL,Pink,4.4,1755.2600000000002
P5Q5EGELAC,85534,1P2JM1DO,2023-05-04,1779,19,25,Vadodara,Gujarat,Footwear,Casual Shoes,Puma Casual Shoes,Puma,XXL,Red,2.0,1440.99
K4TSVC4PKG,68346,HOVIA1FW,2023-08-15,4767,40,24,Gaya,Bihar,Kids,Kids T-Shirt,HRX Kids T-Shirt,HRX,XS,Green,2.4,2860.2
OWT7ONY0QG,70002,6RKM8D2Y,2022-02-27,4399,36,54,Coimbatore,Tamil Nadu,Kids,Kids T-Shirt,Denim Kids T-Shirt,Denim,XXL,Green,1.2,2815.36
4EP15VO2MN,39847,JNJR2YRF,2022-05-20,4599,8,58,Ahmedabad,Gujarat,Women,Leggings,Roadster Leggings,Roadster,XS,Yellow,4.2,4231.08
WB0E6H759A,43395,T913RKB2,2022-09-17,360,67,53,Kanpur,Uttar Pradesh,Footwear,Sandals,Adidas Sandals,Adidas,S,Yellow,3.2,118.79999999999998
4T2AF6UNIU,88794,Z7UH050Y,2022-11-07,2598,58,31,Coimbatore,Tamil Nadu,Kids,Kids Shoes,Roadster Kids Shoes,Roadster,L,Black,3.5,1091.16
L2VZAHLGI1,94554,EL4D71M7,2022-11-26,2563,43,44,Madurai,Tamil Nadu,Kids,Kids T-Shirt,Flying Machine Kids T-Shirt,Flying Machine,XL,Pink,1.6,1460.91
CY6NBDTZFN,88800,KH580C5U,2023-02-23,3479,61,34,Nagpur,Maharashtra,Men,T-Shirts,Levis T-Shirts,Levis,XL,Black,2.8,1356.81
B9NFCC7NBK,10265,Y6HM8TP2,2023-03-02,2662,12,56,Dwarka,Delhi,Men,Jeans,USPolo Jeans,USPolo,M,Blue,3.1,2342.56
KJCMVMTFQT,27737,DN6HSLCH,2023-10-13,1059,6,56,Nagpur,Maharashtra,Women,Top,Flying Machine Top,Flying Machine,M,Brown,2.4,995.4599999999999
MSPUKXVYPW,57260,3Y76ET76,2023-08-27,2290,29,53,Nagpur,Maharashtra,Footwear,Sports Shoes,HRX Sports Shoes,HRX,S,Pink,2.6,1625.8999999999999
2GFK1YA5HR,87385,S4Z53PYH,2023-03-20,3191,32,23,Bengaluru,Karnataka,Men,Shoes,WROGN Shoes,WROGN,XS,Green,3.7,2169.8799999999997
KBHLKW6T8P,91025,16834OEO,2022-02-11,786,25,20,Kolkata,West Bengal,Accessories,Bag,Nike Bag,Nike,XL,Brown,1.2,589.5
LTSBGGYUPM,49683,QK1IVJCW,2024-12-29,2867,8,54,Vadodara,Gujarat,Men,Shoes,Biba Shoes,Biba,XL,Green,2.6,2637.6400000000003
HZ2TNREEZ4,29868,R7LRDF62,2024-05-06,657,11,28,Howrah,West Bengal,Women,Saree,Flying Machine Saree,Flying Machine,XS,Brown,4.8,584.73
V0OGK19DVR,36100,A6J77LRQ,2024-12-07,1861,58,21,Gaya,Bihar,Women,Leggings,Nike Leggings,Nike,S,Black,4.0,781.6200000000001
EXL0XP9HMX,56762,PF80AMVP,2022-07-20,3488,41,22,Surat,Gujarat,Kids,Kids Shoes,Zara Kids Shoes,Zara,XL,Red,1.7,2057.92
XESCZ5CZG1,50252,23IERYX2,2024-04-27,2272,62,56,Madurai,Tamil Nadu,Women,Leggings,Nike Leggings,Nike,XS,Brown,2.7,863.36
20RNRMPZHR,95104,L4WO2U6O,2024-11-01,3397,6,25,Surat,Gujarat,Kids,Kids Shoes,Denim Kids Shoes,Denim,XS,Pink,2.9,3193.18
NECO6ZPVM2,30006,VT3ZBI6K,2024-10-01,990,52,29,Varanasi,Uttar Pradesh,Footwear,Sports Shoes,USPolo Sports Shoes,USPolo,XXL,Pink,1.6,475.2
WWZ3DJJY7R,91775,5OFBUIDM,2024-11-09,1433,11,45,Patna,Bihar,Accessories,Watch,Roadster Watch,Roadster,M,Grey,1.5,1275.3700000000001
BEI0HS3KSZ,43025,35YXRY3J,2022-05-11,3277,64,49,Mysuru,Karnataka,Footwear,Casual Shoes,WROGN Casual Shoes,WROGN,XL,Yellow,2.9,1179.72
B0EBMIIW9W,73674,IVMAPFI6,2022-09-23,2859,54,54,Vadodara,Gujarat,Footwear,Sandals,Zara Sandals,Zara,L,Black,2.1,1315.1399999999999
03XI1D6H8M,73292,4WTXTI9T,2024-06-11,1690,37,19,Mysuru,Karnataka,Women,Top,HRX Top,HRX,L,Grey,2.3,1064.7
KCJSPKSKAY,43710,D2XXL2BJ,2022-04-11,3222,13,19,Mangalore,Karnataka,Women,Kurti,Zara Kurti,Zara,S,Pink,2.4,2803.14
BU3D1BCCED,73716,R9GSOWT0,2023-03-15,3052,66,42,Mumbai,Maharashtra,Accessories,Belt,H&M Belt,H&M,XS,Yellow,1.7,1037.6799999999998
VUURXP5CXM,75305,46S0N3S8,2024-06-28,522,53,16,Noida,Uttar Pradesh,Kids,Kids Jeans,Campus Kids Jeans,Campus,M,Yellow,3.7,245.33999999999997
K1VH0CWFA3,40055,RF2VNGET,2022-08-06,4206,44,45,Durgapur,West Bengal,Men,Jeans,Biba Jeans,Biba,L,Black,3.2,2355.36
JFHOQVMU06,64797,25E3LLZC,2024-12-20,3256,29,31,Lucknow,Uttar Pradesh,Footwear,Casual Shoes,Biba Casual Shoes,Biba,L,Grey,3.2,2311.7599999999998
6PSY8D716L,21693,S468HH8I,2024-06-04,4070,38,47,Varanasi,Uttar Pradesh,Kids,Kids Jeans,Flying Machine Kids Jeans,Flying Machine,XS,Yellow,4.5,2523.4
ZOMUXGERY8,82655,1RSVP6JD,2022-07-04,3219,33,55,Vadodara,Gujarat,Accessories,Belt,Nike Belt,Nike,L,Yellow,2.7,2156.7299999999996
OTCWXP55X6,25285,URRW89PA,2024-09-30,1400,62,20,Bhagalpur,Bihar,Women,Leggings,Biba Leggings,Biba,M,Red,4.3,532.0
QB7M0RUCWP,44202,AT3E93QZ,2024-08-08,2119,48,26,Bhagalpur,Bihar,Men,Shirts,Biba Shirts,Biba,L,Grey,4.2,1101.88
86ZKPPH0IE,31938,4WOLL1JU,2023-05-29,2458,9,21,Kolkata,West Bengal,Footwear,Sandals,Flying Machine Sandals,Flying Machine,S,White,2.9,2236.78
PJU97C7JOR,69958,I9ETYKQQ,2024-02-18,2625,70,20,Nagpur,Maharashtra,Men,Jeans,Campus Jeans,Campus,XL,Pink,3.2,787.5000000000001
WXEV7JAHA3,40520,XZGV2H2Z,2024-09-12,1830,22,16,Madurai,Tamil Nadu,Women,Leggings,Levis Leggings,Levis,XL,Yellow,4.7,1427.4
CO5OJVLB62,80085,I9ECI488,2022-09-27,2073,46,16,Mysuru,Karnataka,Kids,Kids Jeans,Puma Kids Jeans,Puma,M,Blue,3.2,1119.42
JGRCFQJJ0F,33907,Q7UQF147,2022-08-24,2560,69,28,Patna,Bihar,Women,Kurti,Levis Kurti,Levis,XXL,Pink,1.7,793.6000000000001
MZE746XT9Y,82706,PXFG49PN,2023-04-29,1055,64,33,New Delhi,Delhi,Accessories,Sunglasses,WROGN Sunglasses,WROGN,L,Grey,2.6,379.8
22TNX0A3LD,23588,LLUNXSG2,2023-12-27,436,32,51,Dwarka,Delhi,Accessories,Belt,RedTape Belt,RedTape,XXL,Grey,1.6,296.47999999999996
7BBO3W06ZE,70678,5XL1480B,2024-10-30,3686,16,32,Lucknow,Uttar Pradesh,Women,Top,HRX Top,HRX,XS,Blue,3.5,3096.24
FIVJ54N3GR,23511,9NPNQYLC,2024-01-31,4837,48,50,Chennai,Tamil Nadu,Men,T-Shirts,WROGN T-Shirts,WROGN,M,Green,2.3,2515.2400000000002
HNWEM6TJIN,25888,KXOZNOIK,2022-06-13,1813,22,27,Surat,Gujarat,Men,Shoes,H&M Shoes,H&M,XS,Black,1.7,1414.14
1YB0DHEX89,80295,LR88AZ80,2022-07-07,4047,30,47,Mumbai,Maharashtra,Women,Leggings,RedTape Leggings,RedTape,XXL,Brown,4.5,2832.8999999999996
4REY50704K,21144,4CWMSUDA,2022-12-19,2680,8,42,Nagpur,Maharashtra,Accessories,Sunglasses,USPolo Sunglasses,USPolo,S,Blue,1.3,2465.6
UAGM5ASUWG,85450,0F4RR3DT,2024-12-16,404,42,42,Nagpur,Maharashtra,Women,Saree,Roadster Saree,Roadster,S,Green,3.4,234.32000000000002
SK6SQ7JD74,37345,9VF5F1C2,2024-12-29,4863,25,47,Patna,Bihar,Accessories,Bag,H&M Bag,H&M,XS,Pink,3.9,3647.25
3TW8NH961X,50941,TCLALREP,2022-11-18,2352,33,60,Howrah,West Bengal,Kids,Kids T-Shirt,Campus Kids T-Shirt,Campus,M,Brown,4.5,1575.84
VSOZR0Q6K3,44685,12E54XNK,2022-07-12,4011,55,25,Bengaluru,Karnataka,Men,Shoes,Roadster Shoes,Roadster,S,Red,4.7,1804.9499999999998
YAYZWBOT6M,91040,N5ZUSP94,2023-07-29,1143,53,55,Vadodara,Gujarat,Accessories,Bag,Denim Bag,Denim,S,Pink,1.5,537.2099999999999
G5DDBPJSXB,13654,W525CVMM,2022-02-13,3590,53,26,Nashik,Maharashtra,Men,Shoes,Zara Shoes,Zara,XXL,Red,4.4,1687.3
2R20IAXDAB,29945,MQJ1TQNG,2023-04-30,3195,7,37,Vadodara,Gujarat,Footwear,Sports Shoes,Campus Sports Shoes,Campus,M,Blue,1.9,2971.35
Y13Y6WYHAZ,97145,G6G0HSBE,2023-05-27,1440,66,46,Mysuru,Karnataka,Men,T-Shirts,H&M T-Shirts,H&M,XS,Pink,3.2,489.59999999999997
WSOZLH15TW,12827,2NIE5XVC,2022-08-21,3179,30,56,Mangalore,Karnataka,Women,Top,RedTape Top,RedTape,S,Yellow,1.8,2225.2999999999997
Y6F2VQLFC0,76581,NTWL0G25,2023-06-11,2958,46,55,Ahmedabad,Gujarat,Women,Top,RedTape Top,RedTape,S,Grey,2.5,1597.3200000000002
XE08XWCOTK,62739,VKZRP9VN,2024-03-14,2350,40,18,Dwarka,Delhi,Accessories,Sunglasses,Puma Sunglasses,Puma,XL,Green,5.0,1410.0
8T6G6191LZ,49958,WLLXTOB3,2023-05-16,3594,42,60,Nagpur,Maharashtra,Kids,Kids Shoes,Puma Kids Shoes,Puma,XXL,Blue,4.2,2084.5200000000004
3YDXR5N1C3,89969,XLWPK97E,2023-06-20,556,17,50,Mysuru,Karnataka,Kids,Kids Shoes,Campus Kids Shoes,Campus,XL,Red,4.0,461.47999999999996
TUKYH10UVC,74562,W9TMW99L,2024-04-12,4662,42,57,Lucknow,Uttar Pradesh,Kids,Kids Shoes,Nike Kids Shoes,Nike,S,Green,3.1,2703.9600000000005
3YOS36NDKR,99999,O8NMWATF,2023-03-22,1306,17,52,Nagpur,Maharashtra,Men,Shoes,Nike Shoes,Nike,XL,Yellow,2.9,1083.98
YIULGDIHAH,43479,8BTCD9HQ,2024-02-02,3127,11,54,Mysuru,Karnataka,Footwear,Sports Shoes,Campus Sports Shoes,Campus,L,Grey,3.4,2783.03
FV4LL6IMLT,33416,MDIKCYD3,2022-05-15,3475,58,16,Madurai,Tamil Nadu,Kids,Kids T-Shirt,Denim Kids T-Shirt,Denim,M,Black,4.1,1459.5000000000002
DDQGF4ITXG,92802,RRX5V8M6,2022-01-01,455,64,17,Dwarka,Delhi,Men,Shirts,Adidas Shirts,Adidas,S,Black,2.4,163.79999999999998
DY1J4VETBW,99039,0VELWF5O,2022-05-02,739,47,15,Durgapur,West Bengal,Footwear,Sports Shoes,Nike Sports Shoes,Nike,XXL,White,3.9,391.67
02UCE63062,84941,7SSAN4SA,2022-04-05,4826,10,34,Kanpur,Uttar Pradesh,Women,Kurti,Adidas Kurti,Adidas,M,Brown,2.9,4343.400000000001
1JLGQ9CSTZ,95071,JSNULBZH,2023-11-20,4412,46,33,Gaya,Bihar,Women,Leggings,RedTape Leggings,RedTape,S,Green,4.6,2382.48
KR7X1TKJSL,39940,J8M8YIKK,2022-04-22,4257,58,44,Patna,Bihar,Kids,Kids Shoes,Puma Kids Shoes,Puma,L,Yellow,2.2,1787.9400000000003
I1GBJ0D0OO,60954,8YZ5NN4T,2023-12-31,4246,48,35,Varanasi,Uttar Pradesh,Men,T-Shirts,Puma T-Shirts,Puma,XS,Green,2.5,2207.92
OGE0LEN55M,39553,LOZ954TF,2022-07-28,2643,70,54,Bhagalpur,Bihar,Accessories,Belt,USPolo Belt,USPolo,M,Brown,2.6,792.9000000000001
9EJV4L53BG,68132,6M7YU4RC,2023-06-26,4765,64,53,Surat,Gujarat,Women,Kurti,WROGN Kurti,WROGN,XXL,Blue,3.5,1715.3999999999999
